date,amount,description
2091-05-05,-200,Grocery shopping
2091-07-03,-1000,Electricity bill
2091-08-07,2500,Client payment
2091-08-01,5000,Salary payment
2091-09-02,-3000,Rent payment
2091-10-05,-200,Grocery shopping
2091-12-03,-1000,Electricity bill
2092-01-07,2500,Client payment
2092-01-01,5000,Salary payment
2092-02-02,-3000,Rent payment
2092-03-05,-200,Grocery shopping
2092-05-03,-1000,Electricity bill
2092-06-07,2500,Client payment
2092-06-01,5000,Salary payment
2092-07-02,-3000,Rent payment
2092-08-05,-200,Grocery shopping
2092-10-03,-1000,Electricity bill
2092-11-07,2500,Client payment
2092-11-01,5000,Salary payment
2092-12-02,-3000,Rent payment
2093-01-05,-200,Grocery shopping
2093-03-03,-1000,Electricity bill
2093-04-07,2500,Client payment
2093-04-01,5000,Salary payment
2093-05-02,-3000,Rent payment
2093-06-05,-200,Grocery shopping
2093-08-03,-1000,Electricity bill
2093-09-07,2500,Client payment
2093-09-01,5000,Salary payment
2093-10-02,-3000,Rent payment
2093-11-05,-200,Grocery shopping
2094-01-03,-1000,Electricity bill
2094-02-07,2500,Client payment
2094-02-01,5000,Salary payment
2094-03-02,-3000,Rent payment
2094-04-05,-200,Grocery shopping
2094-06-03,-1000,Electricity bill
2094-07-07,2500,Client payment
2094-07-01,5000,Salary payment
2094-08-02,-3000,Rent payment
2094-09-05,-200,Grocery shopping
2094-11-03,-1000,Electricity bill
2094-12-07,2500,Client payment
2094-12-01,5000,Salary payment
2095-01-02,-3000,Rent payment
2095-02-05,-200,Grocery shopping
2095-04-03,-1000,Electricity bill
2095-05-07,2500,Client payment
2095-05-01,5000,Salary payment
2095-06-02,-3000,Rent payment
2095-07-05,-200,Grocery shopping
2095-09-03,-1000,Electricity bill
2095-10-07,2500,Client payment
2095-10-01,5000,Salary payment
2095-11-02,-3000,Rent payment
2095-12-05,-200,Grocery shopping
2096-02-03,-1000,Electricity bill
2096-03-07,2500,Client payment
2096-03-01,5000,Salary payment
2096-04-02,-3000,Rent payment
2096-05-05,-200,Grocery shopping
2096-07-03,-1000,Electricity bill
2096-08-07,2500,Client payment
2096-08-01,5000,Salary payment
2096-09-02,-3000,Rent payment
2096-10-05,-200,Grocery shopping
2096-12-03,-1000,Electricity bill
2097-01-07,2500,Client payment
2097-01-01,5000,Salary payment
2097-02-02,-3000,Rent payment
2097-03-05,-200,Grocery shopping
2097-05-03,-1000,Electricity bill
2097-06-07,2500,Client payment
2097-06-01,5000,Salary payment
2097-07-02,-3000,Rent payment
2097-08-05,-200,Grocery shopping
2097-10-03,-1000,Electricity bill
2097-11-07,2500,Client payment
2097-11-01,5000,Salary payment
2097-12-02,-3000,Rent payment
2098-01-05,-200,Grocery shopping
2098-03-03,-1000,Electricity bill
2098-04-07,2500,Client payment
2098-04-01,5000,Salary payment
2098-05-02,-3000,Rent payment
2098-06-05,-200,Grocery shopping
2098-08-03,-1000,Electricity bill
2098-09-07,2500,Client payment
2098-09-01,5000,Salary payment
2098-10-02,-3000,Rent payment
2098-11-05,-200,Grocery shopping
2099-01-03,-1000,Electricity bill
2099-02-07,2500,Client payment
2099-02-01,5000,Salary payment
2099-03-02,-3000,Rent payment
2099-04-05,-200,Grocery shopping
2099-06-03,-1000,Electricity bill
2099-07-07,2500,Client payment
2099-07-01,5000,Salary payment
2099-08-02,-3000,Rent payment
2099-09-05,-200,Grocery shopping
2099-11-03,-1000,Electricity bill
2099-12-07,2500,Client payment
2099-12-01,5000,Salary payment
2100-01-02,-3000,Rent payment
2100-02-05,-200,Grocery shopping
2100-04-03,-1000,Electricity bill
2100-05-07,2500,Client payment
2100-05-01,5000,Salary payment
2100-06-02,-3000,Rent payment
2100-07-05,-200,Grocery shopping
2100-09-03,-1000,Electricity bill
2100-10-07,2500,Client payment
2100-10-01,5000,Salary payment
2100-11-02,-3000,Rent payment
2100-12-05,-200,Grocery shopping
2101-02-03,-1000,Electricity bill
2101-03-07,2500,Client payment
2101-03-01,5000,Salary payment
2101-04-02,-3000,Rent payment
2101-05-05,-200,Grocery shopping
2101-07-03,-1000,Electricity bill
2101-08-07,2500,Client payment
2101-08-01,5000,Salary payment
2101-09-02,-3000,Rent payment
2101-10-05,-200,Grocery shopping
2101-12-03,-1000,Electricity bill
2102-01-07,2500,Client payment
2102-01-01,5000,Salary payment
2102-02-02,-3000,Rent payment
2102-03-05,-200,Grocery shopping
2102-05-03,-1000,Electricity bill
2102-06-07,2500,Client payment
2102-06-01,5000,Salary payment
2102-07-02,-3000,Rent payment
2102-08-05,-200,Grocery shopping
2102-10-03,-1000,Electricity bill
2102-11-07,2500,Client payment
2102-11-01,5000,Salary payment
2102-12-02,-3000,Rent payment
2103-01-05,-200,Grocery shopping
2103-03-03,-1000,Electricity bill
2103-04-07,2500,Client payment
2103-04-01,5000,Salary payment
2103-05-02,-3000,Rent payment
2103-06-05,-200,Grocery shopping
2103-08-03,-1000,Electricity bill
2103-09-07,2500,Client payment
2103-09-01,5000,Salary payment
2103-10-02,-3000,Rent payment
2103-11-05,-200,Grocery shopping
2104-01-03,-1000,Electricity bill
2104-02-07,2500,Client payment
2104-02-01,5000,Salary payment
2104-03-02,-3000,Rent payment
2104-04-05,-200,Grocery shopping
2104-06-03,-1000,Electricity bill
2104-07-07,2500,Client payment
2104-07-01,5000,Salary payment
2104-08-02,-3000,Rent payment
2104-09-05,-200,Grocery shopping
2104-11-03,-1000,Electricity bill
2104-12-07,2500,Client payment
2104-12-01,5000,Salary payment
2105-01-02,-3000,Rent payment
2105-02-05,-200,Grocery shopping
2105-04-03,-1000,Electricity bill
2105-05-07,2500,Client payment
2105-05-01,5000,Salary payment
2105-06-02,-3000,Rent payment
2105-07-05,-200,Grocery shopping
2105-09-03,-1000,Electricity bill
2105-10-07,2500,Client payment
2105-10-01,5000,Salary payment
2105-11-02,-3000,Rent payment
2105-12-05,-200,Grocery shopping
2106-02-03,-1000,Electricity bill
2106-03-07,2500,Client payment
2106-03-01,5000,Salary payment
2106-04-02,-3000,Rent payment
2106-05-05,-200,Grocery shopping
2106-07-03,-1000,Electricity bill
2106-08-07,2500,Client payment
2106-08-01,5000,Salary payment
2106-09-02,-3000,Rent payment
2106-10-05,-200,Grocery shopping
2106-12-03,-1000,Electricity bill
2107-01-07,2500,Client payment
2107-01-01,5000,Salary payment
2107-02-02,-3000,Rent payment
2107-03-05,-200,Grocery shopping
2107-05-03,-1000,Electricity bill
2107-06-07,2500,Client payment
2107-06-01,5000,Salary payment
2107-07-02,-3000,Rent payment
2107-08-05,-200,Grocery shopping
2107-10-03,-1000,Electricity bill
2107-11-07,2500,Client payment
2107-11-01,5000,Salary payment
2107-12-02,-3000,Rent payment
2108-01-05,-200,Grocery shopping
2108-03-03,-1000,Electricity bill
2108-04-07,2500,Client payment
2108-04-01,5000,Salary payment
2108-05-02,-3000,Rent payment
2108-06-05,-200,Grocery shopping
2108-08-03,-1000,Electricity bill
2108-09-07,2500,Client payment
2108-09-01,5000,Salary payment
2108-10-02,-3000,Rent payment
2108-11-05,-200,Grocery shopping
2109-01-03,-1000,Electricity bill
2109-02-07,2500,Client payment
2109-02-01,5000,Salary payment
2109-03-02,-3000,Rent payment
2109-04-05,-200,Grocery shopping
2109-06-03,-1000,Electricity bill
2109-07-07,2500,Client payment
2109-07-01,5000,Salary payment
2109-08-02,-3000,Rent payment
2109-09-05,-200,Grocery shopping
2109-11-03,-1000,Electricity bill
2109-12-07,2500,Client payment
2109-12-01,5000,Salary payment
2110-01-02,-3000,Rent payment
2110-02-05,-200,Grocery shopping
2110-04-03,-1000,Electricity bill
2110-05-07,2500,Client payment
2110-05-01,5000,Salary payment
2110-06-02,-3000,Rent payment
2110-07-05,-200,Grocery shopping
2110-09-03,-1000,Electricity bill
2110-10-07,2500,Client payment
2110-10-01,5000,Salary payment
2110-11-02,-3000,Rent payment
2110-12-05,-200,Grocery shopping
2111-02-03,-1000,Electricity bill
2111-03-07,2500,Client payment
2111-03-01,5000,Salary payment
2111-04-02,-3000,Rent payment
2111-05-05,-200,Grocery shopping
2111-07-03,-1000,Electricity bill
2111-08-07,2500,Client payment
2111-08-01,5000,Salary payment
2111-09-02,-3000,Rent payment
2111-10-05,-200,Grocery shopping
2111-12-03,-1000,Electricity bill
2112-01-07,2500,Client payment
2112-01-01,5000,Salary payment
2112-02-02,-3000,Rent payment
2112-03-05,-200,Grocery shopping
2112-05-03,-1000,Electricity bill
2112-06-07,2500,Client payment
2112-06-01,5000,Salary payment
2112-07-02,-3000,Rent payment
2112-08-05,-200,Grocery shopping
2112-10-03,-1000,Electricity bill
2112-11-07,2500,Client payment
2112-11-01,5000,Salary payment
2112-12-02,-3000,Rent payment
2113-01-05,-200,Grocery shopping
2113-03-03,-1000,Electricity bill
2113-04-07,2500,Client payment
2113-04-01,5000,Salary payment
2113-05-02,-3000,Rent payment
2113-06-05,-200,Grocery shopping
2113-08-03,-1000,Electricity bill
2113-09-07,2500,Client payment
2113-09-01,5000,Salary payment
2113-10-02,-3000,Rent payment
2113-11-05,-200,Grocery shopping
2114-01-03,-1000,Electricity bill
2114-02-07,2500,Client payment
2114-02-01,5000,Salary payment
2114-03-02,-3000,Rent payment
2114-04-05,-200,Grocery shopping
2114-06-03,-1000,Electricity bill
2114-07-07,2500,Client payment
2114-07-01,5000,Salary payment
2114-08-02,-3000,Rent payment
2114-09-05,-200,Grocery shopping
2114-11-03,-1000,Electricity bill
2114-12-07,2500,Client payment
2114-12-01,5000,Salary payment
2115-01-02,-3000,Rent payment
2115-02-05,-200,Grocery shopping
2115-04-03,-1000,Electricity bill
2115-05-07,2500,Client payment
2115-05-01,5000,Salary payment
2115-06-02,-3000,Rent payment
2115-07-05,-200,Grocery shopping
2115-09-03,-1000,Electricity bill
2115-10-07,2500,Client payment
2115-10-01,5000,Salary payment
2115-11-02,-3000,Rent payment
2115-12-05,-200,Grocery shopping
2116-02-03,-1000,Electricity bill
2116-03-07,2500,Client payment
2116-03-01,5000,Salary payment
2116-04-02,-3000,Rent payment
2116-05-05,-200,Grocery shopping
2116-07-03,-1000,Electricity bill
2116-08-07,2500,Client payment
2116-08-01,5000,Salary payment
2116-09-02,-3000,Rent payment
2116-10-05,-200,Grocery shopping
2116-12-03,-1000,Electricity bill
2117-01-07,2500,Client payment
2117-01-01,5000,Salary payment
2117-02-02,-3000,Rent payment
2117-03-05,-200,Grocery shopping
2117-05-03,-1000,Electricity bill
2117-06-07,2500,Client payment
2117-06-01,5000,Salary payment
2117-07-02,-3000,Rent payment
2117-08-05,-200,Grocery shopping
2117-10-03,-1000,Electricity bill
2117-11-07,2500,Client payment
2117-11-01,5000,Salary payment
2117-12-02,-3000,Rent payment
2118-01-05,-200,Grocery shopping
2118-03-03,-1000,Electricity bill
2118-04-07,2500,Client payment
2118-04-01,5000,Salary payment
2118-05-02,-3000,Rent payment
2118-06-05,-200,Grocery shopping
2118-08-03,-1000,Electricity bill
2118-09-07,2500,Client payment
2118-09-01,5000,Salary payment
2118-10-02,-3000,Rent payment
2118-11-05,-200,Grocery shopping
2119-01-03,-1000,Electricity bill
2119-02-07,2500,Client payment
2119-02-01,5000,Salary payment
2119-03-02,-3000,Rent payment
2119-04-05,-200,Grocery shopping
2119-06-03,-1000,Electricity bill
2119-07-07,2500,Client payment
2119-07-01,5000,Salary payment
2119-08-02,-3000,Rent payment
2119-09-05,-200,Grocery shopping
2119-11-03,-1000,Electricity bill
2119-12-07,2500,Client payment
2119-12-01,5000,Salary payment
2120-01-02,-3000,Rent payment
2120-02-05,-200,Grocery shopping
2120-04-03,-1000,Electricity bill
2120-05-07,2500,Client payment
2120-05-01,5000,Salary payment
2120-06-02,-3000,Rent payment
2120-07-05,-200,Grocery shopping
2120-09-03,-1000,Electricity bill
2120-10-07,2500,Client payment
2120-10-01,5000,Salary payment
2120-11-02,-3000,Rent payment
2120-12-05,-200,Grocery shopping
2121-02-03,-1000,Electricity bill
2121-03-07,2500,Client payment
2121-03-01,5000,Salary payment
2121-04-02,-3000,Rent payment
2121-05-05,-200,Grocery shopping
2121-07-03,-1000,Electricity bill
2121-08-07,2500,Client payment
2121-08-01,5000,Salary payment
2121-09-02,-3000,Rent payment
2121-10-05,-200,Grocery shopping
2121-12-03,-1000,Electricity bill
2122-01-07,2500,Client payment
2122-01-01,5000,Salary payment
2122-02-02,-3000,Rent payment
2122-03-05,-200,Grocery shopping
2122-05-03,-1000,Electricity bill
2122-06-07,2500,Client payment
2122-06-01,5000,Salary payment
2122-07-02,-3000,Rent payment
2122-08-05,-200,Grocery shopping
2122-10-03,-1000,Electricity bill
2122-11-07,2500,Client payment
2122-11-01,5000,Salary payment
2122-12-02,-3000,Rent payment
2123-01-05,-200,Grocery shopping
2123-03-03,-1000,Electricity bill
2123-04-07,2500,Client payment
2123-04-01,5000,Salary payment
2123-05-02,-3000,Rent payment
2123-06-05,-200,Grocery shopping
2123-08-03,-1000,Electricity bill
2123-09-07,2500,Client payment
2123-09-01,5000,Salary payment
2123-10-02,-3000,Rent payment
2123-11-05,-200,Grocery shopping
2124-01-03,-1000,Electricity bill
2124-02-07,2500,Client payment
2124-02-01,5000,Salary payment
2124-03-02,-3000,Rent payment
2124-04-05,-200,Grocery shopping
2124-06-03,-1000,Electricity bill
2124-07-07,2500,Client payment
2124-07-01,5000,Salary payment
2124-08-02,-3000,Rent payment
2124-09-05,-200,Grocery shopping
2124-11-03,-1000,Electricity bill
2124-12-07,2500,Client payment
2124-12-01,5000,Salary payment
2125-01-02,-3000,Rent payment
2125-02-05,-200,Grocery shopping
2125-04-03,-1000,Electricity bill
2125-05-07,2500,Client payment
2125-05-01,5000,Salary payment
2125-06-02,-3000,Rent payment
2125-07-05,-200,Grocery shopping
2125-09-03,-1000,Electricity bill
2125-10-07,2500,Client payment
2125-10-01,5000,Salary payment
2125-11-02,-3000,Rent payment
2125-12-05,-200,Grocery shopping
2126-02-03,-1000,Electricity bill
2126-03-07,2500,Client payment
2126-03-01,5000,Salary payment
2126-04-02,-3000,Rent payment
2126-05-05,-200,Grocery shopping
2126-07-03,-1000,Electricity bill
2126-08-07,2500,Client payment
2126-08-01,5000,Salary payment
2126-09-02,-3000,Rent payment
2126-10-05,-200,Grocery shopping
2126-12-03,-1000,Electricity bill
2127-01-07,2500,Client payment
2127-01-01,5000,Salary payment
2127-02-02,-3000,Rent payment
2127-03-05,-200,Grocery shopping
2127-05-03,-1000,Electricity bill
2127-06-07,2500,Client payment
2127-06-01,5000,Salary payment
2127-07-02,-3000,Rent payment
2127-08-05,-200,Grocery shopping
2127-10-03,-1000,Electricity bill
2127-11-07,2500,Client payment
2127-11-01,5000,Salary payment
2127-12-02,-3000,Rent payment
2128-01-05,-200,Grocery shopping
2128-03-03,-1000,Electricity bill
2128-04-07,2500,Client payment
2128-04-01,5000,Salary payment
2128-05-02,-3000,Rent payment
2128-06-05,-200,Grocery shopping
2128-08-03,-1000,Electricity bill
2128-09-07,2500,Client payment
2128-09-01,5000,Salary payment
2128-10-02,-3000,Rent payment
2128-11-05,-200,Grocery shopping
2129-01-03,-1000,Electricity bill
2129-02-07,2500,Client payment
2129-02-01,5000,Salary payment
2129-03-02,-3000,Rent payment
2129-04-05,-200,Grocery shopping
2129-06-03,-1000,Electricity bill
2129-07-07,2500,Client payment
2129-07-01,5000,Salary payment
2129-08-02,-3000,Rent payment
2129-09-05,-200,Grocery shopping
2129-11-03,-1000,Electricity bill
2129-12-07,2500,Client payment
2129-12-01,5000,Salary payment
2130-01-02,-3000,Rent payment
2130-02-05,-200,Grocery shopping
2130-04-03,-1000,Electricity bill
2130-05-07,2500,Client payment
2130-05-01,5000,Salary payment
2130-06-02,-3000,Rent payment
2130-07-05,-200,Grocery shopping
2130-09-03,-1000,Electricity bill
2130-10-07,2500,Client payment
2130-10-01,5000,Salary payment
2130-11-02,-3000,Rent payment
2130-12-05,-200,Grocery shopping
2131-02-03,-1000,Electricity bill
2131-03-07,2500,Client payment
2131-03-01,5000,Salary payment
2131-04-02,-3000,Rent payment
2131-05-05,-200,Grocery shopping
2131-07-03,-1000,Electricity bill
2131-08-07,2500,Client payment
2131-08-01,5000,Salary payment
2131-09-02,-3000,Rent payment
2131-10-05,-200,Grocery shopping
2131-12-03,-1000,Electricity bill
2132-01-07,2500,Client payment
2132-01-01,5000,Salary payment
2132-02-02,-3000,Rent payment
2132-03-05,-200,Grocery shopping
2132-05-03,-1000,Electricity bill
2132-06-07,2500,Client payment
2132-06-01,5000,Salary payment
2132-07-02,-3000,Rent payment
2132-08-05,-200,Grocery shopping
2132-10-03,-1000,Electricity bill
2132-11-07,2500,Client payment
2132-11-01,5000,Salary payment
2132-12-02,-3000,Rent payment
2133-01-05,-200,Grocery shopping
2133-03-03,-1000,Electricity bill
2133-04-07,2500,Client payment
2133-04-01,5000,Salary payment
2133-05-02,-3000,Rent payment
2133-06-05,-200,Grocery shopping
2133-08-03,-1000,Electricity bill
2133-09-07,2500,Client payment
2133-09-01,5000,Salary payment
2133-10-02,-3000,Rent payment
2133-11-05,-200,Grocery shopping
2134-01-03,-1000,Electricity bill
2134-02-07,2500,Client payment
2134-02-01,5000,Salary payment
2134-03-02,-3000,Rent payment
2134-04-05,-200,Grocery shopping
2134-06-03,-1000,Electricity bill
2134-07-07,2500,Client payment
2134-07-01,5000,Salary payment
2134-08-02,-3000,Rent payment
2134-09-05,-200,Grocery shopping
2134-11-03,-1000,Electricity bill
2134-12-07,2500,Client payment
2134-12-01,5000,Salary payment
2135-01-02,-3000,Rent payment
2135-02-05,-200,Grocery shopping
2135-04-03,-1000,Electricity bill
2135-05-07,2500,Client payment
2135-05-01,5000,Salary payment
2135-06-02,-3000,Rent payment
2135-07-05,-200,Grocery shopping
2135-09-03,-1000,Electricity bill
2135-10-07,2500,Client payment
2135-10-01,5000,Salary payment
2135-11-02,-3000,Rent payment
2135-12-05,-200,Grocery shopping
2136-02-03,-1000,Electricity bill
2136-03-07,2500,Client payment
2136-03-01,5000,Salary payment
2136-04-02,-3000,Rent payment
2136-05-05,-200,Grocery shopping
2136-07-03,-1000,Electricity bill
2136-08-07,2500,Client payment
2136-08-01,5000,Salary payment
2136-09-02,-3000,Rent payment
2136-10-05,-200,Grocery shopping
2136-12-03,-1000,Electricity bill
2137-01-07,2500,Client payment
2137-01-01,5000,Salary payment
2137-02-02,-3000,Rent payment
2137-03-05,-200,Grocery shopping
2137-05-03,-1000,Electricity bill
2137-06-07,2500,Client payment
2137-06-01,5000,Salary payment
2137-07-02,-3000,Rent payment
2137-08-05,-200,Grocery shopping
2137-10-03,-1000,Electricity bill
2137-11-07,2500,Client payment
2137-11-01,5000,Salary payment
2137-12-02,-3000,Rent payment
2138-01-05,-200,Grocery shopping
2138-03-03,-1000,Electricity bill
2138-04-07,2500,Client payment
2138-04-01,5000,Salary payment
2138-05-02,-3000,Rent payment
2138-06-05,-200,Grocery shopping
2138-08-03,-1000,Electricity bill
2138-09-07,2500,Client payment
2138-09-01,5000,Salary payment
2138-10-02,-3000,Rent payment
2138-11-05,-200,Grocery shopping
2139-01-03,-1000,Electricity bill
2139-02-07,2500,Client payment
2139-02-01,5000,Salary payment
2139-03-02,-3000,Rent payment
2139-04-05,-200,Grocery shopping
2139-06-03,-1000,Electricity bill
2139-07-07,2500,Client payment
2139-07-01,5000,Salary payment
2139-08-02,-3000,Rent payment
2139-09-05,-200,Grocery shopping
2139-11-03,-1000,Electricity bill
2139-12-07,2500,Client payment
